"idx","review_id","review_date","rating","review_text","reviewer_hash","app_version","thumbs_up","developer_reply","reply_date","아이_학습후_성장경험_부족","부모_체계적_금융학습_확인_부족","돈이_학습행동의_동기가_된_경험","돈보상의_아쉬움_또는_부작용","아이의_학습_지속_흥미_이용의욕","부모의_금전적_보상부담","참고_학습효과_긍정_언급","학습흥미_방향","P2_근거강도","대표_페인포인트","근거가_되는_리뷰_원문","분류_이유"
"832","05bc1c0b-2600-468a-8fc6-41205dc02bd4","2023-04-11","5","안그래도 아이에게 카드를 주고싶었는데 너무 좋네요 요즘 모든 거래가 카드 화 되어가니 현금은 가지고 있는게 불편해 보여서 잘 안주게 되더라구요 현명한 카드 소비 실천하겠습니다","0dc20958edd9","23.4.1","1","리뷰 감사합니다. 현금은 분실 사고도 빈번해서, 즉시 분실신고도 가능하고 내역도 확인할 수 있는 카드가 더욱 안전한 면이 많답니다^^ 퍼핀은 편리한 용돈 관리와 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌어요. 용돈계약을 통해 보다 주도적인 아이로 성장할 수 있도록 지원 부탁드려봅니다^^ 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-11","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"833","95a1181d-bb68-4115-bdb5-8ff0bd042849","2023-04-11","5","아이들에게 현금으로 용돈을 주니 출처나 가계내역을 알 수 없어 작지만 현금흐름이 원할하게 돌아가지 못해 현금카드를 찾다 우연치 않게 퍼핀을 알게되었어요. 디자인도 이쁘고 아이들에게 카드와 휴대폰 케이스 지갑을 선물하니 좋아하네요. 큰 금액도 들어가지 않아 최고의 선택이지 않을까 생각합니다.","58ec94d58d2b","23.4.1","3","리뷰 감사합니다. 카드 선물도 엄청난데 폰케이스 지갑까지 선물 주시는 팩트바웃님은 센스 넘치는 부모님이세요!^^ 퍼핀은 특히 부모님의 보호와 관리가 더욱 필요한 아이들과 안전을 최우선으로 하는 부모님의 목소리를 최대한 담으려고 노력하고 있답니다. 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-15","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"834","6813c11c-9130-48d7-a0c5-c359edcede3c","2023-04-11","5","아직 받아보진 않았지만 아이랑 함께 설레이며 기다리고 있어요 제꺼 카드를 주면서 썻는데 쓸때마다 잔액이 얼마남았나 확인해달라 할때 번거로움을 느꼈었는데 이젠 퍼핀으로 그런 번거로움을 느끼지 않아도 되서 좋아요!","409b1a9f40a3","23.4.1","1","리뷰 감사합니다! 퍼핀은 편리한 용돈 관리와 결제 기능을 넘어 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌어요. 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!! 카드 배송도 빨리 받아보실 수 있길 바랍니다^^","2023-04-11","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"835","3138e390-4340-4d59-b8d8-5148fd2c2baa","2023-04-11","5","너무좋네요. 카드사용할때마다 어디에사용하는지 또. 급할때 바로바로보내줄수 있어. 넘좋네요 아이도. 돈을받고. 얼마썻고 얼마남아있네 하면 나름 계획을가지고 쓰는거 같아요","51d86c092ecc","23.4.1","2","리뷰 감사합니다. 퍼핀은 편리한 용돈 관리와 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌어요. 용돈계약을 통해 보다 주도적인 아이로 성장할 수 있도록 지원 부탁드려봅니다^^ 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-11","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"836","537814b2-1a10-4d01-8b04-1323a1c2c521","2023-04-10","5","만19세까지 사용가능한 카드! 아이들 경제관념 심어줄 수 있는 퀴즈도 있고, 교통카드로도 사용가능하고, 유해업소는 차단해주고, 체크카드처럼 쓸 수 있고, 사용내역도 다 알려주니 너무 유용하고 신세계입니다. 개발해주셔서 감사합니다^^","a901fed9e9e3","23.4.1","9","리뷰 감사합니다! 퍼핀은 편리한 용돈 관리와 결제 기능을 넘어 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌어요. 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-11","0","0","0","0","0","0","1","","","","만19세까지 사용가능한 카드! 아이들 경제관념 심어줄 수 있는 퀴즈도 있고, 교통카드로도 사용가능하고, 유해업소는 차단해주고, 체크카드처럼 쓸 수 있고, 사용내역…","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"837","5403283a-bcf7-4bb8-96bc-97b71afb0722","2023-04-10","5","이런 어플이 드디어 나왔네요~ 매일 꾸준히 이론적으로도 학습하고 직접 용돈 사용해보면서 학습하고 유익합니다. 무엇보다 금융에 관심을 갖게되어서 학교밖에서도 관련 이슈들을 스스로 알려고하니 좋아요. 파생되는 배움이 어마어마합니다! 잘 활용해 볼께요!","59346ae8547e","23.4.1","5","리뷰 감사합니다. 경제와 금융에 대한 관심이 높아지고 지식이 쌓이면 사회를 바라보는 시야가 넓혀지고 삶을 살아가는 태도가 바뀔 수 있지요^^ 퍼핀은 편리한 용돈 관리와 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌어요. 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-10","0","0","0","0","1","0","1","긍정","","아이의_학습_지속_흥미_이용의욕","이런 어플이 드디어 나왔네요~ 매일 꾸준히 이론적으로도 학습하고 직접 용돈 사용해보면서 학습하고 유익합니다. 무엇보다 금융에 관심을 갖게되어서 학교밖에서도 관련 …","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"838","06a36f2c-6826-41b9-9a1a-37afe661db6b","2023-04-10","4","용돈카드 필요했는데 알람와서 바로 신청했어요 은행카드는 신청절차가 번거롭고 제카드 주니 아이들 스스로 잔액확인이 안되니 스스로는 관리가 안되는거 같아서요 어제 밤에 카드 받아서 아직 제대로 사용 전인데 불편함없이 잘 사용되길 기대해봅니다.","f71b2cf0685b","23.4.1","0","출시 알림 신청과 리뷰 모두 감사합니다! 퍼핀은 편리한 용돈 관리와 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌어요. 용돈계약을 통해 보다 주도적인 아이로 성장할 수 있도록 지원 부탁드려봅니다^^ 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-10","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"839","c273af39-9086-4929-bc4c-0053ced8e23d","2023-04-10","5","오늘 신청했어요! 아직 10세라 현금으로 용돈관리중입니다. 현금으로 오고가는 돈거래를 해봐야할것 같아서 , 매주용돈을 주고 있는데, 아무래도 현금을 가지고 다니니 잃어버릴까 걱정이 살짝 되었어요. 그러던중 퍼핀 어플을 알게되었는데, 생각보다 좋을것같아서 바로 가입했어요! 엄마의 계좌에서 아이의 퍼핀카드에 입금해주고 , 그리고 학습도 하면 1문제당 소액의 보상까지 줄수잇게 설정해놓으니, 저희아들은 엄청 좋아하네요! 부모님들,엄빠카드 쥐어주지마시고 ㅎ 있는돈에서 통제가능한 본인이름이 쓰인 체카 만들어주세요! 돈관리는 어렸을때부터 차근차근 하는게 좋습니다^^👍","f33f90867069","23.4.1","1","자세한 리뷰 매우 감사드립니다! 퍼핀은 편리한 용돈 관리와 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌답니다. 특히 부모님의 보호와 관리가 더욱 필요한 아이들과 안전을 최우선으로 하는 부모님의 목소리를 최대한 담으려고 노력했어요^^ 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-10","0","0","1","0","1","0","0","긍정","","돈이_학습행동의_동기가_된_경험","…아이의 퍼핀카드에 입금해주고 , 그리고 학습도 하면 1문제당 소액의 보상까지 줄수잇게 설정해놓으니, 저희아들은 엄청 좋아하네요! 부모님들,엄빠카드 쥐어주지마시고 …","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"840","8786e670-41b9-490b-ad78-ad6272209f81","2023-04-09","1","등록다해놓고 계좌연결하려니 가지고있는 계좌가 없어 사용할 수 없어 지웁니다. 이런건 먼저 이야기주셔야는거 아닌가요?","ef7d6c906e5a","23.4.1","9","안녕하세요 회원님, 은행 연결 없이도 가상계좌 입금을 통해 충전이 가능하게 되었습니다^^ 또한 대부분의 은행 연결도 가능하도록 확장되었어요! 최신 앱을 다운받아 이용해보시길 바랍니다! 꼭 다시 찾아주세요 :) 감사합니다.","2024-06-18","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"841","fa273195-e59b-4b23-bc04-b1fe2494b4d2","2023-04-09","5","교통카드 할인에 내가 원하는 만큼 날짜 선정하여 용돈 보낼수 잇고 내역도 체크가능하고~ 너무 맘에 들어여 아이에게 알차게 쓰는 방법을 길러주기 좋을 듯요","f9ef8c6f4cec","23.4.1","0","리뷰 감사합니다. 퍼핀은 편리한 용돈 관리와 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌답니다^^ 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-10","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"842","cb276bd0-bd2e-446b-a768-44b83e294824","2023-04-09","5","편해요","60eff1f8dd42","23.4.1","3","리뷰 감사합니다. 초등 아이들도 쉽고 편리하게 사용할 수 있도록 설계하기 위해 많은 노력을 하고 있어요^^ 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-10","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"843","aa9b14ea-d343-45a1-8e38-1c3a2db7deb7","2023-04-09","4","처음 깔아봅니다 열심히 사용해 보려구요 아이에게 경제와 관련된 지식을 줄수 있다는게 너무 좋은것 같아요","b6b9f101d78f","23.4.1","0","리뷰 감사합니다. 퍼핀은 편리한 용돈 관리와 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌답니다^^ 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-10","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"844","935d84d2-f9a4-4634-844a-c1ee7a2662a5","2023-04-09","4","초5, 초3 남매에게 티머니 교통카드에 충전해서 편의점에서 가능하게 해줬었는데 다른데서는 못 쓰는게 아쉬워서 지역화폐카드를 줬다가 퍼핀을 알게돼서 바로 발급신청해서 주었어요~ 자기 이름이 인쇄되어있으니 진짜 자기카드가 생겼다고 좋아하고 매일 퀴즈를 풀면 용돈보상이 되니까 퀴즈 풀고 용돈모으는 재미가 생겼어요~^^ 덕분에 엄마는 용돈충전해놓기 바쁘네요~^^","c2a814b4ca83","23.4.1","2","리뷰 감사합니다~ 100% 잘 활용해주고 계셔서 매우 뿌듯하네요^^ 꾸준히 퍼핀월드 퀴즈를 풀다보면 지식의 확장 뿐 아니라 세상과 경제에 대한 관심도 늘어날거에요~ 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-10","0","0","1","1","1","1","0","긍정","","돈보상의_아쉬움_또는_부작용","매일 퀴즈를 풀면 용돈보상이 되니까 퀴즈 풀고 용돈모으는 재미가 생겼어요~^^ 덕분에 엄마는 용돈충전해놓기 바쁘네요~^^","아이 이용이 늘면서 부모의 충전 부담이 커짐을 언급."
"845","1c30ac3c-aff0-4467-81af-e3b751a0df0e","2023-04-09","5","국민은행을 주거래 은행으로 쓰고 있어서 기다리다가 아이카드 신청했어요~ 선불카드는 연말정산에도 혜택이 있다고하고 기대됩니다","67f2913ff88f","23.4.1","1","리뷰 감사합니다. 연말정산 시 부모님의 소득공제로 적용 가능하며 교통카드 또한 소득공제율 30%로 정산 가능합니다^^ 관련 안내는 연말에 전체 공지 드릴 예정이에요~ 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-10","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"846","c9d96dcd-f5a3-425d-9e25-3232500d5cdf","2023-04-09","5","아이가 용돈을 요구했는데 마침 퍼핀을 알게되어 바로 신청했어요. 부모가 관리도 할 수 있고 아이도 용돈기입장 용도+미션수행하며 금융지식도 쌓을 수 있는게 맘에 들어요~","7b32507900c2","23.4.1","0","리뷰 감사합니다. 퍼핀은 편리한 용돈 관리와 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌답니다^^ 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-10","0","0","0","0","0","0","1","","","","… 할 수 있고 아이도 용돈기입장 용도+미션수행하며 금융지식도 쌓을 수 있는게 맘에 들어요~","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"847","0728cd7d-76d1-4181-a8e7-687adac5560f","2023-04-08","5","어린아이들이 사용할카드가없어서 찾던중 알게되었습니다~~ 아직은 사용중이라~","5767df57e80d","23.4.1","0","리뷰 감사합니다. 퍼핀은 다른 카드들과 달리 아이들의 금융 교육을 최우선으로 하여 설계된 서비스에요^^ 앞으로도 다양하고 유익한 기능들이 업데이트될 예정이니 적극 활용 부탁 드립니다~!","2023-04-10","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"848","9dbe7f47-e32c-4506-99e4-bcb94f3ac80b","2023-04-08","5","이 앱을 정말 기다렸는데. 출시가 되서 이것저것 눌러보고 아이와 함께 앱을 탐험(?)해보고 있습니다. 용돈 계약도 하고 함께 퀴즈도 풀고, 같이 금융상식도 올리고 있습니다. 앱 자체도 깔끔하고 잘 만든거 같아요.","af722c564d4e","23.4.1","4","출시를 기다려주시고 리뷰도 남겨주셔서 매우 감사드립니다^^ 앞으로 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-10","0","0","0","0","0","0","1","","","","…있습니다. 용돈 계약도 하고 함께 퀴즈도 풀고, 같이 금융상식도 올리고 있습니다. 앱 자체도 깔끔하고 잘 만든거 같아요.","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"849","fb63550e-9f79-40a8-bfc9-c9de0c0bed86","2023-04-08","5","아이들 용돈관리하기 좋을거 같아서 기대가되네요. 문제로 주는 용돈도 괜찮은 아이디어같아서 좋네요. 카드오길 기다립니다","945748cfbe4d","23.4.1","0","리뷰 감사합니다. 퍼핀은 편리한 용돈 관리와 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌답니다. 카드 배송이 빨리 오길 바랍니다^^ 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나갈게요!!","2023-04-10","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"850","62ce9ce9-5dbb-48d0-a9cc-bf206f06a0f1","2023-04-08","5","아이가편하게 사용할수 있을 것 같아요.","ae7e1311d964","23.4.1","2","리뷰 감사합니다. 퍼핀은 편리한 용돈 관리와 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌답니다. 초등 저학년 학생들도 쉽게 활용할 수 있도록 하고자 많은 노력을 하고 있어요^^ 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-10","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"851","b7fa1e38-b4fa-4e0c-82a0-85a939d8dc3d","2023-04-08","5","저도 맨날 집안일하며 돈벌었는데 저도 용돈이 생겼어요! 이 앱만드신분에게 감사를 표함니다!","c70d7cdffc27","23.4.1","1","리뷰 감사합니다. 용돈을 계획적이고 합리적으로 사용하실 수 있도록, 더불어 경제금융 지식도 늘려나갈 수 있도록 도움드리겠습니다^^","2023-04-10","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"852","f732556c-9da2-4503-aab4-a0ff0c3d5ad6","2023-04-08","5","10살 딸아이 용돈 카드로 쓰려고 받았어요~","a8bed8af7996","23.4.1","1","리뷰 감사합니다! 용돈계약을 통해 한정된 돈을 주시고 퍼핀월드도 꾸준히 해나간다면 돈 개념 형성에 큰 도움이 될 거에요^^ 앞으로 더욱 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가도록 하겠습니다!","2023-04-08","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"853","0e17fe70-0851-42f2-87ca-199b2ebef955","2023-04-08","5","너무 재밌고 제용돈이 늘어나서 너무 기뻐요!","113a7ef22e73","23.4.1","0","리뷰 감사합니다. 늘어나는 용돈만큼 돈에 대한 책임감을 가지고 더욱 계획적이고 합리적인 소비 생활을 해나가길 바랍니다^^ 매일 퍼핀월드에서 퀴즈도 풀면서 지식도 넓혀나가길~~","2023-04-08","0","0","0","0","1","0","0","긍정","","아이의_학습_지속_흥미_이용의욕","너무 재밌고 제용돈이 늘어나서 너무 기뻐요!","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"854","742fb6ef-eb5d-4fc1-8fb4-06338fdce748","2023-04-08","5","퍼핀앱 출시얘길 듣고 알람해뒀다가 바로 신청했어요ㆍ아이도 체크카드를 원했었지만 이제 11살이라 제 체크카드를 대신 줬었는데 본인이름이 적힌 본인카드가 생긴다하니 너무 좋아하더라구요ㆍ 퀴즈로 경제상식도 넓히고 보상도 받고~~^^ 그야말로 1석2조 아닌가요?? 미리 미리 알아가는 경제생활~!! 퍼핀카드 강추합니다~^^","3b2b43bc1468","23.4.1","3","퍼핀을 기다려주시고 리뷰도 남겨주셔서 감사합니다! 본인의 카드를 갖는 순간 돈에 대한 책임감이 생겨서 보다 계획적이고 주도적인 금융 생활을 해나갈 수 있을 거에요^^ 자녀의 미래를 위해 퍼핀카드를 만들어주신 이지영님도 정말 멋진 엄마에요!! 앞으로 더욱 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가도록 하겠습니다!","2023-04-08","0","0","1","0","0","0","1","","","돈이_학습행동의_동기가_된_경험","…름이 적힌 본인카드가 생긴다하니 너무 좋아하더라구요ㆍ 퀴즈로 경제상식도 넓히고 보상도 받고~~^^ 그야말로 1석2조 아닌가요?? 미리 미리 알아가는 경제생활~!!…","퀴즈·문제풀이와 금전 보상을 연결지어 긍정적으로 서술 — 보상이 학습 행동의 이유로 제시됨."
"855","cfbfa757-49bc-4c66-a60c-291e1e7c2569","2023-04-07","5","제주도인데 2일신청해서 7일 받았어요 포인트 충전해놔야 퀴즈풀고 용돈받아갈수있어요~ 모르고 고객센터 챗으로 상담했는데 답변도빠르고 너무친절하심ㅜㅜ","9e9137dc8be9","23.4.1","1","리뷰 감사합니다! 앞으로도 궁금하신 부분이나 의견은 언제든 고객센터로 메세지 주세요^^ 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-07","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"856","8de1012b-758f-470e-9f45-c9bdde305bb6","2023-04-07","5","획기적인 앱같아요. 만 14세 미만 용돈을 부모카드나 현금만 주다가 이제 이렇게 용돈주고 사용처까지 볼 수 있다니. 정말 편하고 좋은 앱 이네요.","e6be8666ad70","23.4.1","1","리뷰 감사합니다. 퍼핀은 편리한 용돈 관리와 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌답니다. 특히 부모님의 보호와 관리가 더욱 필요한 아이들과 안전을 최우선으로 하는 부모님의 목소리를 최대한 담으려고 노력했어요^^ 앞으로도 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-07","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"857","c291743a-4522-4d4d-a179-679e00eb2860","2023-04-07","5","퍼핀은 최고예요 부모님이 용돈 주시는게 더 편해졌어요!!","dd3625f9a766","23.4.1","1","리뷰 감사합니다! 리뷰 남겨주신 민재태현tv님도 최고에요!!^^ 부모님이 주신 용돈을 계획적으로 잘 활용하시길 바라며, 퍼핀월드 퀴즈도 꾸준히 풀어주세요! 앞으로 더욱 편리하고 유용한 퍼핀이 되기 위해 최선을 다하겠습니다.","2023-04-07","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"858","60828ce6-d472-46b9-bdd1-9a97a323aa9b","2023-04-06","5","경제교육 시키고 싶던 때 딱 제눈에 들어왔네요. 우리 아이는 카드 디자인이 캐릭터가 없이 어른 카드처럼 생겨서 어른처럼 카드 갖게 될것 같다고 좋아합니다~^^ 저는 개인적으로 캐릭터 과다한 아이카드 아닌 고급 디자인이라서 좋아요~ 캐릭터는 오히려 호불호가 있으니 원하면 스티커 제공이 더 좋을듯 합니다.~","f4e9bc35c900","23.4.1","30","리뷰 감사합니다! 부모님과 아이들 모두가 만족하는 카드 디자인을 하기 위해 많은 조사를 하고 노력했는데 칭찬해주시니 너무나 뿌듯하고 힘이납니다^^ 향후 말씀 주신 스티커 제공도 고려해보도록 하겠습니다. 앞으로 더욱 편리하고 유용한 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!","2023-04-07","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"859","709eea51-a6dd-4562-a2da-665543a12507","2023-04-06","5","사용하기도 편하고 아이에게 자연스레 경제교육도할 수 있어서 너무 좋아요","ff245707b938","23.4.1","2","리뷰 감사합니다! 퍼핀은 편리한 용돈 관리와 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌답니다. 앞으로 더욱 편리하고 도움되는 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-07","0","0","0","0","0","0","1","","","","사용하기도 편하고 아이에게 자연스레 경제교육도할 수 있어서 너무 좋아요","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"860","39f6fe10-b7a9-4b05-97b5-e50195508b26","2023-04-06","3","초등학생 아이에게 용돈카드로 자녀의 소비.저축.투자교유까지 할수있어서 좋은거 같아요~ 아이들도 넘 좋아하네요~~","84b8b17e567e","23.3.2","3","리뷰 감사합니다! 퍼핀은 편리한 용돈 관리와 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌답니다. 아이들이 좋아한다니 더욱 흐뭇하네요^^","2023-04-17","0","0","0","0","0","0","1","","","","초등학생 아이에게 용돈카드로 자녀의 소비.저축.투자교유까지 할수있어서 좋은거 같아요~ 아이들도 넘 좋아하네요~~","아이가 경제·금융 지식을 실제로 익혔다는 경험 기반 서술 (핵심 페인포인트에 대한 반증 자료)."
"861","8879c282-3d05-43ef-81af-3a157fcee313","2023-04-06","5","서비스 출시 알람 신청하고 기다렸어요. 출시됐다는 소식에 설치했는데 아이 휴대폰이 몇년된 구버전이라 지원이 안돼서 낙담하고 문의드렸더니ㅜㅜ 대표님이 직접전화도 주셔서, 소프트웨어 업데이트 해주신다고 약속까지 해주셨어요. 감동이었네요😂 오늘 생각보다 빨리 업데이트됐다고 문자가 와서 방금 아이 휴대폰에 잘 설치했습니다! 약속지켜주셔서 감사해요, 아이가 신나하네요^^ 잘 사용해보겠습니다!","55f4066820e0","23.4.1","50","리뷰 감사합니다. 꼭 사용하고 싶어하는 어머니의 바람에 퍼핀도 감동했답니다^^ 앞으로도 회원님들이 만족을 넘어 감동할 수 있는 서비스로 발전하기 위해 최선을 다해 업데이트 해나가도록 하겠습니다!!","2023-04-06","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"862","f4e19d87-2c92-4df7-a58b-83473bcc78fc","2023-04-06","5","아이 카드 만들어주고싶었는데 유연히 알게되서 바로 가입했어요^^ 교통카드까지 되니 더 좋네요! 여러가지 재미있는 기능도 많아보여 기대됩니다. 큰 오류없이 발전했으면 좋겠어요^^","719998694af0","23.4.1","6","리뷰 감사합니다. 퍼핀은 편리한 용돈 관리와 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌어요^^ 앞으로도 오류 없이 더욱 유익하고 유용한 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-06","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"863","7a3b26ae-d349-4df8-bcb4-0fe03c1e4d9d","2023-04-06","5","아이용돈관리에 좋아요! 흥미롭게 퀴즈도 풀고 교통카드기능까지...굿굿!!!","1400914ce98e","23.3.2","0","리뷰 감사합니다. 퍼핀은 편리한 용돈 관리와 자녀의 올바른 돈 개념 형성, 경제금융 교육을 돕기 위해 만들어졌어요^^ 퍼핀월드 퀴즈 풀이를 꾸준히 해나가면 상식 뿐 아니라 교과 학습에도 도움이 된답니다! 앞으로 더욱 유익하고 유용한 퍼핀이 되기 위해 최선을 다해 업데이트 해나가겠습니다!!","2023-04-06","0","0","0","0","1","0","0","긍정","","아이의_학습_지속_흥미_이용의욕","아이용돈관리에 좋아요! 흥미롭게 퀴즈도 풀고 교통카드기능까지...굿굿!!!","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
